Parlor name,Phone number,Address
Sunny's Massage,909-868-8770,"6331 Haven Ave Ste 15; Rancho Cucamonga, CA, 91737"
Relax House Massage,818-509-0300,"11371 Riverside Dr; North Hollywood, CA, 91602"
Chic Day Spa,626-852-7888,"155 W Route 66; Glendora, CA, 91740"
Forest Wellness,763-999-5196,"7200 Forestview Ln; Maple Grove, MN, 55369"
The Bodywork Cafe,603-941-0429,"76 Lake St; Laconia, NH, 03246"
Healing Hands Massage Therapy Center,610-882-4325,"518 Main Street; Bethlehem, PA, 18018"
Still Water Massage,308-284-8118,"5 N Spruce St; Ogallala, NE, 69153"
E'lan Healing Arts,605-254-3665,"5105 S Mandy Ave; Sioux Falls, SD, 57106"
HK Wellness Center,732-287-8890,"8 Casey Ave, Suite B; Edison, NJ, 08817"
Poin Ashiatsu Therapy,918-313-1569,"1503 S Memorial Dr; Tulsa, OK, 74112"
Elvia's Salon,408-842-0461,"8640 San Ysidro Ave; Gilroy, CA, 95020"
TY Acupuncture,760-325-6618,"362 S Indian Canyon Dr; Palm Springs, CA, 92262"
Green Tea Massage Center,831-335-7211,"6231 Highway 9, Suite B; Felton, CA, 95018"
Integrated Massage Therapy,949-673-8088,"20072 SW Birch St #190; Newport Beach, CA, 92660"
Massage Extreme,281-251-3067,"11407 Spring Cypress Rd; Cypress, TX, 77429"
Relaxation Foot Spa,253-845-1777,"13909 Meridian Ave E, Suite A4; Puyallup, WA, 98373"
Aqua Thai Spa,310-478-6680,"1279 Westwood Blvd; Los Angeles, CA, 90024"
Siam Wala Thai Massage,310-373-8987,"24226 Hawthorne Blvd; Torrance, CA, 90503"
Wat Po Thai Massage,208-995-7884 & 208-371-1865,"4696 W Overland Rd #210; Boise, ID, 83705"
Houliang Massage,205-823-8830,"680 Montgomery Hwy; Vestavia Hills, AL, 35216"
Acu Therapy Pain Clinic,310-473-5533,"11674 W Olympic Blvd; Los Angeles, CA, 90064"
Fuji  Massage & Spa,850-894-8080,"3491 Thomasville Rd, Suite 9; Tallahassee, FL, 32309"
Irvine Business Center Massage,949-313-4088,"2070 Business Center Drive #198; Irvine, CA, 92612"
Island Massage,360-320-1257,"31955 Washington 20 #1; Oak Harbor, WA, 98277"
Beauty Spa,917-963-5862,"37-07 Main St; Flushing, NY, 11354"
Life Reflexology,714-890-8090,"6444 Westminster Blvd; Westminster, CA, 92683"
Sun Spring Chinese Foot Massage,805-578-9888,"2760 Tapo Canyon Rd, Unit 7; Simi Valley, CA, 93063"
The Body Spot,925-273-7363,"1098 E Stanley Blvd; Livermore, CA, 94550"
Mary's Massage Therapy & Spa,617-773-3380,"423 Hancock St; Quincy, MA, 02171"
Spring Massage,281-323-4897,"5200 FM 2920 Rd; Spring, TX, 77388"
Asian Touch,757-672-4405,"407 S Witchduck Rd; Virginia Beach, VA, 23462"
Mali Thai Massage And Spa,313-799-0344,"29117 Northwestern Hwy; Southfield, MI, 48034"
China Massage,405-492-2172,"2608 N Pennsylvania Ave; Oklahoma City, OK, 73106"
S&G SPA,281-861-7535,"5920 Hwy 6 N #1004; Houston, TX, 77084"
Pampered Bodies,601-482-4463,"1221 24th Ave; Meridan, MS, 39301"
Paradise Massage,951-506-0603,"27515 Jefferson Ave; Temecula, CA, 92590"
Lily Spa,818-703-1158,"20050 Vanowen St #D; Winnetka, CA, 91306"
Ultimate Relaxation,419-295-8336,"1138 Lexington Ave; Mansfield, OH, 44907"
Oriental Qi Foot Spa & Massage,954-854-1588,"6911 Taft St; Hollywood, FL, 33024"
Oriental Thai Massage,760-698-3141,"74350 Alessandro Dr Suite B8; Palm Desert, CA, 92260"
Warm Reflexology,502-891-9199,"4119 Oechsil Ave; Louisville, KY, 40207"
Forever Spa,718-831-1889 or 917-960-6655,"248-17 Union Turnpike; Bellerose, NY, 11426"
Hermosa Massage,310-406-2100,"407 Pacific Coast Hwy; Hermosa Beach, CA, 90254"
Natural Therapies,312-285-2615,"2128 S. Halsted; Chicago, IL, 60608"
Xin He Foot Massage,702-222-0088,"5755 Spring Mountain Rd, Suite 4; Las Vegas, NV, 89146"
Happy Feet Reflexology,480-633-0151,"3701 E Baseline Rd; Gilbert, AZ, 85234"
Spa Albena Massage,954-564-3141,"3364 NE 34th St.; Fort Lauderdale, FL, 33308"
Shiny Foot Massage,818-342-8880,"6900 Reseda Blvd # A; Reseda, CA, 91335"
Lucky Massage Spa,904-302-5879,"4195 Southside blvd #103; Jacksonville, FL, 32216"
Asian Massage,928-704-8688,"1957 Arizona 95, Suite 15; Bullhead City, AZ, 86442"
Himalaya Sen,818-568-7671,"10670 Riverside Drive.; North Hollywood, CA, 91602"
Mayflower Massage,510-268-1186,"2710 Park Ave; Oakland, CA, 94606"
Amazing Asian Massage,954-966-3699,"5220 S. State Rd. 7; Hollywood, FL, 33314"
Chinese Massage,770-687-2110,"4788 Sugarloaf Pkwy #103; Lawrenceville, GA, 30044"
Apple Spa Massage,303-515-9296,"11712 W Colfax Avenue; Lakewood, CO, 80215"
Oakton Spa,847-674-2255,"4122 Oakton St; Skokie, IL, 60076"
Gasi Spa,714-234-3684,"7902 Westminster Blvd, Suite A; Westminster, CA, 92683"
Spring Foot Spa,206-457-5801,"13510 Aurora Ave N #C-2; Seattle, WA, 98133"
Jade Massage,805-486-5997,"2720 S Ventura Rd; Oxnard, CA, 93033"
Serenity Massage,559-334-8793,"1388 E Tulare Ave; Tulare, CA, 93274"
Unique Foot Spa,516-679-7799,"3348 Jerusalem Ave; Wantagh, NY, 11793"
Simply Relax,818-727-1424,"8559 Reseda Blvd; Northridge, CA, 91324"
Relax Massage,661-948-5980,"44223 20th St W; Lancaster, CA, 93534"
Shambhala Massage,626-450-0628,"3236 Santa Anita Ave; El Monte, CA, 91733"
Tokyo Day Spa & Massages,561-775-7788,"4595 Northlake Blvd #105; Palm Beach Gardens, FL, 33418"
Ample Massage Spa,909-944-8882,"7233 Haven Ave #C; Rancho Cucamonga, CA, 91701"
Evergreen Therapy,432-614-1301,"7209 Andrews Hwy; Odessa, TX, 79765"
Beijing Foot Massage,562-429-2784,"12144 Carson St, Suite C; Hawaiian Gardens, CA, 90000"
Gulf Breeze Massage Therapy,850-934-0880,"3057 Gulf Breeze Pkwy; Gulf Breeze, FL, 32561"
King Massage,714-839-1538,"10161 Bolsa Ave #103A; Westminster, CA, 92683"
Hello Spa Center,916-399-8788,"6680 Stockton Blvd; Sacramento, CA, 95823"
Sun Day Spa,310-256-3509,"3443 Torrance Blvd; Torrance, CA, 90503"
Potalai Thai Massage,323-468-3888,"5401 Hollywood Blvd; Los Angeles, CA, 90027"
Orchid Spa,617-739-8989,"197 Harvard St; Brookline, MA, 02446"
Sakura Massage,307-696-6065,"2007 S Douglas Hwy North Ste F; Gillete, WY, 82718"
Pampering Palms Massage,651-808-3195,"808 W Broadway Avenue Suite C; Forest Lake, MN, 55025"
Golden Touch,757-277-9382,"1200 N Battlefield Blvd; Chesapeake, VA, 23320"
5 Star Body & Foot Massage,714-839-8880,"14324 Brookhurst St; Garden Grove, CA, 92843"
Fang Fang Spa,631-320-1936,"636 Horseblock Rd; Farmingville, NY, 11738"
Massage By Helen,817-269-8248,"2003 Botts Dr; Arlington, TX, 76012"
Serenity Wellness,928-775-5066,"8168 E Florentine Rd; Prescott Valley, AZ, 86314"
Great Escape,856-429-0849,"1400 Kings HWY N; Cherry Hill, NJ, 08034"
Happy Beauty Salon,714-901-8764,"6765 Westminster Blvd #A1; Westminster, CA, 92683"
Linda's Spa,915-921-1612,"1452 N Zaragoza Rd #A200; El Paso, TX, 79936"
Spring Massage,678-442-8266,"1430 Five Forks Trickum Rd; Lawrenceville, GA, 30044"
Mulan Massage,248-686-3571,"750 west highland road; Highland, MI, 48357"
Nihao Hello Spa,253-888-3389,"22208 Mountain Hwy E, Suite D; Spanaway, WA, 98387"
Lady Saigon Spa,916-573-3919,"6840 65th street #135; Sacramento, CA, 95828"
Top Care,832-604-6177,"11911 Jones Rd #7; Houston, TX, 77070"
Great Hands Massage,248-477-5977,"39233 Grand River Rd; Farmington Hills, MI, 48335"
IMassage,850-460-7688,"300 Harbor Blvd, Suite C; Destin, FL, 32541"
Thai Spa,702-586-0280,"7365 W Sahara Ave, Suite I; Las Vegas, NV, 89117"
Serenity Massage,860-232-9888,"625 E. New Park Ave.; West Hartford, CT, 06110"
Thai Health Massage Spa,619-453-2738,"4501 Mission Bay Dr #3G; San Diego, CA, 92109"
Point Loma Foot And Body Massage,619-255-9990,"3185 Midway Dr, Suite M; San Diego, CA, 92110"
Beijing Herbal Foot Massage,425-458-8010,"145 106th Ave NE; Bellevue, WA, 98004"
Oriental Spa & Massage,312-328-1173,"2163 S China Pl, Suite B; Chicago, IL, 60616"
Foot Finesse,847-519-2188,"188 E Golf Rd; Schaumburg, IL, 60173"
Magical Massage,626-278-4507 or 608-422-5069,"801 S Gammon Rd; Madison, WI, 53711"
King Spa Sauna,214-420-9070,"2143 Joe Field Rd; Dallas, TX, 75229"
Wadee Spa,818-782-6189,"13550 Roscoe Blvd #10; Panorama City, CA, 91402"
River Spring Massage,972-306-0888,"3012 E Hebron Pkwy, Suite118; Carrollton, TX, 75010"
New York Natural Spa,845-200-7387,"60 Gleneida Ave; Carmel, NY, 10512"
Chinese Massage Therapy Center,413-732-8398,"271 Belmont Ave; Springfield, MA, 01108"
Holiday Spa,619-222-0999,"4002 Sports Arena Blvd; San Diego, CA, 92110"
LA Foot Massage,310-444-1958,"2953 S Sepulveda Blvd; Los Angeles, CA, 90064"
Asia Massage,919-878-1666,"3672 Capital Blvd; Raleigh, NC, 27604"
Ling Foot Spa,925-339-5536,"100 Longbrook Wy, Suite 4; Pleasant Hill, CA, 94523"
Soul Inn,832-646-7973,"9600 Bellaire Blvd Suite #135; Houston, TX, 77036"
Eastern Bodywork,781-927-4660,"495 MAIN ST; Stoneham, MA, 02180"
Healthy Foot Spa,510-686-1658,"14740 E 14th St; San Leandro, CA, 94577"
Green Touch Massage,469-618-0537,"4679 TX-121 #117; The Colony, TX, 75056"
Paradise Thai Spa,760-898-4594,"1000 S Palm Canyon Dr STE 103; Palm Springs, CA, 92264"
Sala Thai Massage,760-295-2643,"1039 E Vista Way; Vista, CA, 92084"
Med Acupressure,617-795-0095,"634 Commonwealth Ave #204; Newton, MA, 02458"
Acu Well,205-822-4343,"1960 Braddock Dr Suite 108; Hoover, AL, 35226"
Thai Healing Hands Spa,617-479-8899,"39 Washington st; Quincy, MA, 02169"
Eastern Jade Massage,916-689-1588,"8785 Center Parkway, Suite B150; Sacramento, CA, 95823"
Bodyworks,941-355-8770,"1410 Commerce Blvd, Suite D; Sarasota, FL, 34243"
East West Foot Spa,650-622-9066,"1136 El Camino Real; San Carlos, CA, 94070"
M Beauty Spa,718-268-8988,"107-50 Queens Blvd 2nd floor; Forest Hills, NY, 11375"
King Massage,856-845-8089,"722 Mantua Pike; Woodbury Heights, NJ, 08097"
Acupressure Massage Therapy,570-556-7786,"116 N Market St; Selinsgrove, PA, 17870"
Oriental Massage,661-822-5588,"785 Tucker Rd; Bakersfield, CA, 93561"
Healing Foot,916-389-0689,"5880 Stockton Blvd #B; Sacramento, CA, 95824"
XD Foot Spa,972-682-8888,"1765 N Town East Blvd #143; Mesquite, TX, 75150"
Izumi Healing Massage,781-273-0581,"279 Cambridge St; Burlington, MA, 01803"
Siri Spa & Massage,818-892-4400,"15517 Devonshire St; Mission Hills, CA, 91345"
Green Day Spa,818-308-6321,"4397 Tujunga Ave; Studio City, CA, 91604"
Tokyo Massage,412-315-4548,"3835 Northern Pike Rd.; Monroeville, PA, 15146"
Art Of Massage,858-603-1958 & 858-842-3253,"13514 Pomerado Rd #H; Poway, CA, 92064"
Thai Massage Clinic,619-432-9529,"3517 Del Rey St. #101; San Diego, CA, 92109"
Real Asian Massage,682-556-2817,"3455 N Beltline Rd #205; Irving, TX, 75062"
5 Star Foot & Body Massage,818-842-5322,"1720 W Verdugo Ave; Burbank, CA, 91506"
Ysabella Spa,954-709-4823,"801 S University Dr, #C135; Plantation, FL, 33324"
Lotus Massage And Bodywork,951-225-5060,"39825 Alta Murrieta Road #B21; Murrieta, CA, 92563"
Elegant Spa,617-372-1882,"665 Hanncock St. Unit # 6; Quincy, MA, 02170"
Rainbow Massage,909-396-6106,"23445 Golden Springs Dr; Diamond Bar, CA, 91765"
Blue Moon,646-893-8889,"35-54 Steinway Street - 2nd floor; Astoria, NY, 11101"
Hot Stone Massage Studio,972-315-8807,"729 Hebron Pkwy #120; Lewisville, TX, 75057"
Kong's Relaxation Station,614-289-6281,"2616 Hilliard Rome Rd; Hilliard, OH, 43026"
Chommanard Thai Massage,661-297-0224,"26811 Seco Canyon Rd Unit E 2nd Fl; Santa Clarita, CA, 91350"
Wilshire Massage,323-634-0835,"5747 Wilshire Blvd; Los Angeles, CA, 90036"
King And Queen Massage,850-549-3300,"6400 North Davis Hwy Suite 2; Pensacola, FL, 32504"
Pacific Foot Spa,480-705-5050,"6145 W Chandler Blvd, #4; Chandler, AZ, 85226"
JJ's,213-625-0722,"653 N Broadway; Los Angeles, CA, 90012"
Sunshine Foot Massage,909-989-5666,"7945 Haven Ave; Rancho Cucamonga, CA, 91730"
Golden Phoenix Massage,918-683-0691,"2226 S 32nd St; Muskogee, OK, 74401"
Golden Spa,510-245-7950,"1500 Sycamore Ave, Ste B12; Hercules, CA, 94547"
Maxim Massage,661-397-7777,"4442 Ming Ave; Bakersfield, CA, 93309"
Thiptara Thai Massage,949-722-9111,"1920 Harbor Blvd; Costa Mesa, CA, 92627"
Yi Yi's Massage,915-533-3797,"3615 Alameda Ave; El Paso, TX, 79905"
Chinese Therapy,323-931-4780,"4872 Venice Blvd; Los Angeles, CA, 90019"
Boca Haven Spa,561-409-3500,"1580 NW Boca Raton Blvd #6; Boca Raton, FL, 33432"
Carlsbad Best Massage,760-688-6000,"7040 Avenida Encinas Ste 106; Carlsbad, CA, 92011"
JoJo's Massage,678-265-8920 & 678 770-5878,"2839 Cherokee St #D; Kennesaw, GA, 30144"
Pure Land Massage,908-627-2046,"3 Walter E Foran Blvd #304; Flemington, NJ, 08822"
Mandarin Spa,617-916-9620,"376 Watertown St; Newton, MA, 02465"
Relaxation Spa,310-549-7800,"22024 Avalon Blvd; Carson, CA, 90745"
Valley A Massage,626-307-5588,"432 E Valley Blvd #E; San Gabriel, CA, 91776"
Caribbean Island Massage,757-676-2133,"Kensington Ave and Godwin Blvd; Suffolk, VA, 23434"
Oriental Massage,203-638-4417,"1 Bridgeport Ave; Shelton, CT, 06484"
Charmin Spa,714-828-1128,"2424 W Ball Rd, Suite E; Anaheim, CA, 92804"
Anna's Massage Therapy,605-690-1541,"406 4th St; Brookings, SD, 57006"
Agawa Day Spa,626-821-9293,"1013 S. Baldwin Ave.; Arcadia, CA, 91007"
Thai Classic Massage,323-464-7944,"728 Vine St; Los Angeles, CA, 90038"
Asian Pacific Spa,818-703-7088,"22211 Sherman Way; Canoga Park, CA, 91303"
YY Foot Spa,702-737-8898,"3859 Spring Mountain Rd; Las Vegas, NV, 89102"
Fuming's Massage Therapy,210-525-8225,"1007 NW Loop 410; San Antonio, TX, 78213"
YoYo Massage,972-956-9188,"150 S Denton Tap Rd; Coppell, TX, 75019"
Happy Feet Spa,805-520-0088,"2870 Cochran St; Simi Valley, CA, 93065"
Magic Touch Relaxation,408-847-5420,"1230 1st St, Unit 101; Gilroy, CA, 95020"
Sun Massage Center,214-494-6666,"3751 Main St, Suite 900; The Colony, TX, 75056"
New Image Health Spa Massage,310-900-9997,"24205 Narbonne Ave, Suite 204; Lomita, CA, 90717"
China Massage Spa,781-888-2909,"325 Main St; Woburn, MA, 01801"
Reflex Foot Spa,405-928-5288,"2111 W Main St.; Norman, OK, 73069"
Quiet Aroma Spa,917-362-8579,"45-74 162nd Street; Queens, NY, 11358"
Up Massage,678-622-7682,"10504 Alpharetta Highway; Roswell, GA, 30076"
7 Spa,630-755-1839,"1732 W Ogden Ave; Downers Grove, IL, 60515"
Acupuncture Clinic,415-564-5021,"3341 Judah St; San Francisco, CA, 94122"
Asian Massage,913-777-6662,"7697 W 151st St; Overland Park, KS, 66223"
Spa 111,760-674-8888,"73280 Hwy 111 #101; Palm Desert, CA, 92260"
Asian Best Thai Massage,918-861-1910,"3324 S.Memorial Drive; Tulsa, OK, 74133"
Lily's Foot Spa,818-636-0710,"3725 W Magnolia Blvd; Burbank, CA, 91505"
My Happy Feet Massage,818-988-9668,"15333 Sherman Way; Van Nuys, CA, 91406"
Lee's Massage Therapy,215-773-9166,"289 E County Line Rd; Hatboro, PA, 19040"
New Asian Massage Spa,804-273-0008,"5322 Twin Hickory Rd; Glen Allen, VA, 23059"
So Relax,916-405-6667,"8420 Elk Grove Florin Rd #100; Elk Grove, CA, 95624"
Therapeutic Solutions,916-749-4103 & 916-548-4251,"901 Sunrise Ave; Roseville, CA, 95661"
Shao Ping He Chinese Massage Therapy,724-444-6685,"5325 William Flynn Hwy; Gibsonia, PA, 15044"
Acuskin Wellness Center,281-493-3535,"11201 Richmond Ave, Suite 100-B; Houston, TX, 77082"
Escape Day Spa,703-730-7707,"4384 Fortuna Center Plaza; Dumfries, VA, 22025"
A Kneaded Touch,308-872-6853,"738 S C St; Broken Bow, NE, 68822"
Sunshine Massage,559-738-9808,"538 S Lovers Ln; Visalia, CA, 93292"
Happy Feet III,831-622-9168,"Delores Ave (between 7th & 8th Ave); Carmel, CA, 93921"
Sunrise Bodycare,919-234-1208,"1869 Lake Pine Drive; Cary, NC, 27511"
Ultimate Thai Massage,248-855-5120,"32507 Northwestern Hwy; Farmington Hills, MI, 48334"
Lotus Foot Massage,206-327-9832,"14314 Greenwood Ave. N.; Seattle, WA, 98133"
Angel Hands Massage,702-336-1220,"4480 Paradise Rd #300; Las Vegas, NV, 89169"
Hua Hai Foot Massage,253-268-2096,"13507 Meridian E, Suite D; Puyallup, WA, 98373"
Oriental Foot Spa,480-456-3262,"3029 N Alma School Rd  #118; Chandler, AZ, 85224"
New Style Salon (Sofia),773-807-4637,"2135 W Chicago Ave; Chicago, IL, 60622"
Safe Sun Massage,850-877-8800,"1989 Capital Cir NE, Ste 13; Tallahassee, FL, 32309"
The Harmonic Spa,307-733-6427,"285 N Glenwood St; Jackson, WY, 83001"
All Asian Massage,954-367-2242,"2451 N 59th Terrace; Hollywood, FL, 33021"
Oriental Health & Wellness,973-927-7200,"286 US Highway 206; Flanders, NJ, 07836"
Sunshine Foot Relax,425-512-0312,"12502 Mukilteo Speedway 106,; Mukilteo, WA, 98275"
Asian Health Center,661-723-7826,"44720 10th St W; Lancaster, CA, 93535"
Whole Feet Massage And Reflexology,978-381-4455,"167 Elm St.; Salisbury, MA, 01952"
Young Skin Care & Spa,909-591-1838,"13768 Roswell Ave, Suite 122; Chino, CA, 91710"
Chandra Retreat,310-450-2100,"2314 Pico Blvd; Santa Monica, CA, 90405"
Well Massage,818-290-3550,"6749 Balboa Blvd.; Van Nuys, CA, 91406"
Massage Palace,713-771-0772,"6609 W Sam Houston Pkwy #205; Houston, TX, 77072"
Yola's Caring Touch Massage,413-530-8200,"10 Union Ave, Suite C; Westfield, MA, 01085"
Happy Foot Spa,281-419-8098,"127 Sawdust Rd, Suite G; Spring, TX, 77380"
Lan's Massage Therapy,907-350-7771,"439 E. Fireweed Lane; Anchorage, AK, 99503"
E- Massage,678-670-8070,"2520 East Piedmont Road St #110; Marietta, GA, 30062"
Energy Touch Massage,949-361-5588,"1302 S El Camino Real, Ste D; San Clemente, CA, 92672"
Super Spa,760-995-4558,"14135 Main St #105; Hesperia, CA, 92345"
HNC Spa,626-415-6919,"15912 Halliburton Rd; Hacienda Heights, CA, 91745"
Shangri-La Therapeutic Spa,339-545-6527,"1 Centre St; Malden, MA, 02148"
Aurora Foot Spa,317-810-1604,"277 E Carmel Dr; Carmel, IN, 46032"
Stellar Massage,205-623-1177,"3659 Lorna Rd., Ste 111; Hoover, AL, 35216"
AA Foot Massage,832-416-5684,"916 S. Mason, Rd #200; Katy, TX, 77450"
Angels Foot Care,806-791-0671,"5302""c"" slide rd; Lubbock, TX, 79414"
Jit's Natural Healing Massage,208-409-0888,"2316 N Cole Rd, Suite G; Boise, ID, 83704"
Power Health,310-338-0680,"6511 S Sepulveda Blvd; Los Angeles, CA, 90045"
Mission Massage,510-324-4488,"30048 Mission Blvd #132; Hayward, CA, 94544"
Asian Massage,530-662-5000,"30 Main st; Woodland, CA, 9056468"
Foothill Massage,626-963-1692,"116 W Foothill Blvd; Glendora, CA, 91741"
Total Relax Massage,609-345-3838,"1322 Pacific Ave; Atlantic City, NJ, 08401"
Asiami Massage Oriental Spa,305-232-2188,"11921 S Dixie Hwy # 204; Miami, FL, 33156"
Lucky Foot Spa,817-337-7888,"121 Rufe Snow Dr, E107; Keller, TX, 76248"
Hello Massage,916-630-1188,"4835 Pacific St #1; Rocklin, CA, 95677"
Body Oasis,806-331-8015,"3333 S Coulter St #C-1; Amarillo, TX, 79106"
Merry Spa,213-687-6980,"746 N Broadway; Los Angeles, CA, 90012"
So Relax Massage,405-285-6699,"811 S Broadway; Edmond, OK, 73034"
Oriental Massage,469-241-0042,"3198 W  Parker Rd # 3114; Plano, TX, 75075"
Best-1 Happy Massage,916-560-8550,"12417 Fair Oaks Blvd #150; Fair Oaks, CA, 95628"
Top Massage,770-497-8090,"2645 N Berkeley Lake Rd; Duluth, GA, 30096"
Beijing Foot Spa,636-387-7373,"310 Mid Rivers Center; St Peters, MO, 63376"
Linda Foot And Body Spa,214-601-0675,"1404 W Hebron Pkwy; Carrollton, TX, 75010"
Asia Health Massage & Spa,804-747-3288,"3601 Cox Rd; Henrico, VA, 23233"
Body Care Massage Therapy,408-778-8210,"16375 Monterey St., Suite C; Morgan Hill, CA, 95037"
Aura Day Spa,757-217-1002,"1801 Atlantic Ave; Virginia Beach, VA, 23451"
Angel Foot Massage,678-288-4117,"2900 Delk Road , Suite 1000; Marietta, GA, 30067"
Asian A Spa,858-456-3668,"7851 Herschel Ave; La Jolla, CA, 92037"
Chinese Massage Therapy,814-201-2361,"810 S 12th St; Altoona, PA, 16602"
Ozone Park Body Work,718-529-1205,"95-07 101st Ave; Ozone Park, NY, 11416"
Hot Stone Spa,206-257-0241,"3002 Northeast 127th Street; Seattle, WA, 98125"
Sa Wat Dee Thai Massage,307-682-3797,"801 E 4th St #3; Gillete, WY, 82716"
Jinshun Spa,412-330-9621,"4376 Murray Avenue; Pittsburgh, PA, 15217"
Stress Relief Center,918-815-4155,"2114 S 117th E Ave; Tulsa, OK, 74129"
Asian Tuina Massage,407-293-1732,"4554 S Kirkman Rd; Orlando, FL, 32811"
Massage Therapy,732-243-9227,"1892 US Highway 130; North Brunswick, NJ, 08902"
New Energy Massage,951-698-5300,"40365 Murrieta Hot Spring Rd; Murrieta, CA, 92563"
Sakura Spa,626-458-1919,"111 N Atlantic Blvd #231; Monterey Park, CA, 91754"
"Shangri-La Lily Spa, Inc.",718-886-1536,"41-08 163rd St, Suite 2C; Flushing, NY, 11358"
Apple VIP Spa,626-221-6669,"5320 Wilshire Blvd; Los Angeles, CA, 90036"
Red Bean Massage,312-774-7753,"45 S Franklin Rd; Indianapolis, IN, 46219"
South Bay Acupuncture,408-973-8387 & 408-621-6760,"20311 Stevens Creek Blvd, Suite B; Cupertino, CA, 95014"
King Spa,312-479-6205,"7831 W. 95th St, H; Hickory Hills, IL, 60457"
Premier Day Spa,707-455-7268,"1671 E Monte Vista Ave; Vacaville, CA, 95688"
No. 1 Foot Spa,310-355-1005,"15224 Hawthorne Blvd; Lawndale, CA, 90260"
King Body & Foot Massage,650-876-1899,"660 El Camino Real # 100; Millbrae, CA, 94030"
Roseville Lotus Massage And Spa,916-370-6866,"1000 Sunrise Ave, Suite B; Roseville, CA, 95661"
New Asian Spa,803-443-5304,"958 Millbrook Ave, Suite #4; Aiken, SC, 29803"
The Green Spa,408-379-3838,"816 W Hamilton Ave; Campbell, CA, 95008"
